Date of Download: 2023-08-21_19:27:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Search Parameters: Data Level:plot  Trait List:79146,79172,79219  Trial List:2009,2013,2012,2011,2007,2010  Accession List:  Plot List:369456,369418,369394,369364,369427,369411,369476,369432,369446,369483,369361,369416,369386,369352,369404,369428,369421,369360,369424,369445,369402,369381,369353,369389,369368,369463,369458,369401,369457,369414,369431,369479,369459,369425,369467,369365,369355,369430,369351,369379,369452,369442,369426,369464,369422,369393,369405,369451,369406,369441,369390,369377,369363,369399,369358,369453,369470,369392,369469,369398,369447,369465,369474,369438,369477,369385,369370,369448,369373,369468,369382,369400,369408,369376,369413,369449,369434,369383,369437,369436,369395,369372,369366,369403,369349,369460,369462,369396,369466,369419,369409,369350,369384,369415,369374,369473,369481,369410,369478,369367,369433,369356,369443,369397,369440,369388,369454,369482,369354,369480,369412,369471,369407,369450,369391,369439,369378,369359,369472,369429,369369,369423,369380,369461,369375,369455,369387,369417,369420,369435,369371,369444,369357,369475,369362,369952,369923,370028,369978,369914,370005,369938,369919,369902,369935,369982,370003,370027,369993,370017,369913,369926,369983,369924,369903,370012,369965,369989,370021,369985,369946,369959,370011,369961,370000,369917,369931,369960,369925,369942,369988,369991,369918,369994,369973,369957,369908,369915,369947,369927,370022,370018,369955,370015,369910,370023,369977,369979,370010,369996,369956,369950,370025,369951,370013,369901,369944,369939,369912,369933,369963,369971,369900,369970,369943,369967,370009,370008,369976,369999,369899,369907,369966,369904,369906,370030,369969,369986,370019,369995,369958,369948,370029,369945,369922,370006,369992,369964,370002,369968,369941,369929,370007,369932,369987,369916,369998,369897,370014,369911,370020,369954,369934,369990,369930,370001,369936,370016,369898,370024,369909,369974,369981,369940,369920,369984,369928,369962,369949,369975,369953,370026,370004,369921,369905,369972,369896,369997,369937,369980,369808,369779,369884,369855,369788,369866,369795,369789,369776,369805,369857,369872,369880,369847,369895,369786,369785,369856,369782,369774,369886,369842,369844,369879,369859,369824,369814,369887,369816,369870,369790,369803,369813,369781,369819,369861,369843,369791,369848,369833,369809,369765,369787,369823,369784,369875,369894,369811,369892,369768,369876,369834,369853,369889,369851,369810,369825,369877,369826,369885,369777,369818,369799,369766,369802,369839,369831,369775,369827,369820,369841,369888,369867,369835,369869,369772,369764,369840,369763,369761,369883,369828,369863,369893,369846,369815,369822,369882,369817,369780,369865,369849,369838,369873,369829,369797,369801,369864,369804,369862,369792,369852,369771,369890,369767,369878,369812,369806,369845,369800,369868,369794,369891,369773,369874,369769,369832,369858,369798,369793,369860,369783,369837,369821,369836,369807,369881,369871,369778,369762,369830,369770,369850,369796,369854,369726,369691,369664,369629,369700,369679,369748,369703,369722,369759,369631,369687,369660,369622,369676,369698,369695,369632,369694,369721,369670,369651,369618,369655,369633,369741,369731,369671,369734,369685,369702,369757,369732,369693,369738,369635,369619,369701,369623,369644,369729,369711,369699,369742,369697,369656,369677,369727,369673,369714,369658,369645,369628,369668,369625,369728,369743,369657,369744,369667,369724,369735,369751,369712,369755,369650,369641,369723,369639,369737,369653,369669,369682,369646,369684,369718,369709,369652,369708,369707,369665,369638,369636,369675,369620,369733,369740,369666,369736,369692,369681,369621,369649,369688,369640,369749,369753,369680,369756,369637,369704,369626,369717,369672,369715,369654,369730,369758,369617,369752,369683,369745,369674,369719,369659,369713,369643,369630,369750,369705,369634,369696,369648,369739,369647,369725,369662,369689,369690,369706,369642,369716,369624,369747,369627,369760,369686,369661,369720,369746,369678,369754,369663,369710,369271,369239,369329,369316,369248,369319,369253,369243,369229,369255,369312,369323,369330,369301,369340,369249,369236,369313,369237,369226,369346,369294,369306,369336,369310,369277,369264,369345,369262,369325,369245,369259,369263,369238,369280,369307,369304,369244,369302,369286,369267,369221,369247,369276,369234,369332,369339,369266,369342,369218,369333,369283,369315,369348,369299,369268,369273,369335,369272,369344,369228,369279,369252,369217,369257,369296,369288,369227,369289,369281,369293,369347,369317,369284,369326,369230,369222,369292,369225,369223,369327,369290,369309,369338,369300,369265,369275,369328,369278,369240,369318,369303,369295,369322,369291,369250,369261,369320,369258,369308,369246,369298,369232,369343,369219,369337,369269,369256,369305,369260,369324,369254,369341,369231,369334,369220,369285,369314,369251,369242,369311,369235,369297,369274,369282,369270,369331,369321,369241,369224,369287,369233,369557,369590,369486,369532,369599,369507,369572,369592,369612,369577,369534,369511,369493,369523,369499,369597,369588,369533,369584,369611,369501,369550,369521,369492,369526,369571,369553,369502,369555,369515,369594,369582,369552,369585,369567,369528,369519,369593,369524,369537,369560,369600,369598,369570,369586,369490,369498,369559,369496,369603,369487,369540,369531,369503,369516,369558,369562,369489,369563,369500,369613,369565,369575,369601,369581,369547,369545,369614,369541,369566,369548,369504,369509,369539,369514,369609,369608,369549,369607,369605,369484,369542,369530,369497,369522,369554,369569,369485,369564,369591,369506,369525,369546,369512,369543,369574,369580,369508,369583,369529,369595,369518,369616,369505,369602,369491,369561,369578,369520,369579,369513,369576,369495,369610,369488,369604,369536,369535,369573,369596,369527,369587,369551,369568,369538,369556,369494,369510,369589,369606,369544,369615,369517  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Days to heading|LSU_01:0000130,Plant height|LSU_01:0000132,Yield|LSU_01:0000138,notes,23_VT_MM_Planting Error
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,60424,AddiJo,"181L2027,20NTPID-375,RU2002126",plot,369312,23_VT_RRS_rep1_AddiJo_111_11,1,1,11,1,11,test,,91,91.44,9078.976873,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,46183,ARoma22,RU1901231,plot,369229,23_VT_RRS_rep1_ARoma22_109_9,1,1,9,1,9,test,,90,101.6,9250.10533,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,47237,Avant,"171L1755,19NTPID-347,20NTPID-330,RU1902212",plot,369336,23_VT_RRS_rep1_Avant_124_24,1,1,24,3,2,test,,81,83.82,9802.048136,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,43909,BBC30-1,"BBC-30-1-20BBCrow-111,RU2302035",plot,369301,23_VT_RRS_rep1_BBC30-1_114_14,1,1,14,2,3,test,,91,81.28,10650.33825,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,46586,Cheniere,"17NTPID-180,19NTPID-155,20NTPID-150,CA01214,CA02225,CHEN,CHNR,RU0002174",plot,369330,23_VT_RRS_rep1_Cheniere_113_13,1,1,13,2,2,test,,90,91.44,8259.671127,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,57948,CL153,"17NTPID-140,19NTPID-116,20NTPID-113,CA14246,CA15207,RU1402134",plot,369329,23_VT_RRS_rep1_CL153_103_3,1,1,3,1,3,test,,87,101.6,11993.5372,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,57150,CLHA02,"17NTPID-401,19NTPID-360,20NTPID-343,RU1504197",plot,369306,23_VT_RRS_rep1_CLHA02_123_23,1,1,23,3,1,test,,89,91.44,10055.69455,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,46772,CLJ01,"17NTPID-296,19NTPID-268,20NTPID-255,CA17243,CLJ027,CLPYJ027,RU1602088",plot,369249,23_VT_RRS_rep1_CLJ01_116_16,1,1,16,2,5,test,,90,99.06,9324.906491,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,55233,CLL16,"CLXAR19,RU1901041",plot,369294,23_VT_RRS_rep1_CLL16_122_22,1,1,22,2,11,test,,92,106.68,9001.994591,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,43808,CLL17,"17NTPID-127,19NTPID-103,20NTPID-100,CA17245,RU1602097",plot,369259,23_VT_RRS_rep1_CLL17_132_32,1,1,32,3,10,test,,87,101.6,11381.01361,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,57528,CLL18,RU2001093,plot,369277,23_VT_RRS_rep1_CLL18_126_26,1,1,26,3,4,test,,90,104.14,11638.36593,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,42107,CLL19,"172L1189,19NTPID-295,20NTPID-281,CLL19,RU1902026",plot,369221,23_VT_RRS_rep1_CLL19_142_42,1,1,42,4,9,test,,85,86.36,10651.59124,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,50243,CLM04,"17NTPID-152,19NTPID-128,20NTPID-123,RU1601030",plot,369239,23_VT_RRS_rep1_CLM04_102_2,1,1,2,1,2,test,,91,101.6,9903.427145,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,51423,DG263L,RU2102020,plot,369276,23_VT_RRS_rep1_DG263L_144_44,1,1,44,4,11,test,,89,86.36,9729.162914,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,47732,DG353M,DGM004,plot,369245,23_VT_RRS_rep1_DG353M_131_31,1,1,31,3,9,test,,90,81.28,6749.122566,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,366404,DG3H2004,,plot,369262,23_VT_RRS_rep1_DG3H2004_129_29,1,1,29,3,7,test,,91,104.14,11176.11425,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,366405,DG3H2007,RU2202011,plot,369226,23_VT_RRS_rep1_DG3H2007_120_20,1,1,20,2,9,test,,89,104.14,11017.72115,,
2023,167,LSU Rice,LSU rice breeding program,2007,23_VT_RRS (AGRO),VT,RCBD,,,,,,2023-March-09,2023-July-27,32,Rice Research Station,339485,DG3H20363,,plot,369264,23_VT_RRS_rep1_DG3H20363_127_27,1,1,27,3,5,test,,89,104.14,12838.91032,,
